open,high,low,close,volume,EMA200,TRIX,TRIX_PCT,TRIX_SIGNAL,TRIX_HISTO,STOCH_RSI
1277.84,1277.85,1274.18,1274.5,1731.76610000,,1274.6194727275727,-0.01967831216925786,-0.029769859249732338,0.010091547080474477,0.7478134977995201
1274.5,1276.1,1271.88,1276.01,2629.64900000,,1274.453291693204,-0.013037697754070265,-0.031492897741294164,0.0184551999872239,0.863277866334913
1276.02,1278.02,1273.56,1274.87,1993.42750000,,1274.3510894220533,-0.008019303007555934,-0.03299014538925824,0.02497084238170231,0.7414067290724898
1274.88,1275.23,1272.44,1273.65,1873.32250000,,1274.2866645984936,-0.005055500332240559,-0.034113324954662815,0.029057824622422256,0.598735607645493
1273.66,1276.51,1273.36,1276.07,1394.72780000,,1274.2625486929626,-0.0018925023859250878,-0.03472287336087647,0.03283037097495138,0.8558940847676113
1276.06,1277.5,1275.0,1275.58,1528.30170000,,1274.2721186180938,0.0007510167461921569,-0.03462954694489021,0.03538056369108237,0.7963063313246326
1275.58,1277.53,1275.45,1275.91,1293.30000000,,1274.3110434673658,0.003054673229008209,-0.03389003742669076,0.036944710655698966,0.7839383510900789
1275.91,1276.09,1275.0,1275.25,753.63260000,,1274.3684615057346,0.004505810309263225,-0.03276587802806687,0.03727168833733009,0.6777741302013022
1275.24,1276.0,1274.2,1274.21,1161.09870000,,1274.4281088888847,0.004680544516899587,-0.031101079590079017,0.035781624106978605,0.5090907425195415
1274.2,1275.3,1273.09,1275.3,1121.79090000,,1274.4896694976042,0.0048304496966133925,-0.028848203207633098,0.03367865290424649,0.47884559913676344
1275.29,1275.42,1271.72,1272.13,2320.55750000,,1274.5269300185275,0.0029235639813496306,-0.02620247245158583,0.02912603643293546,0.0
1272.12,1272.13,1267.06,1271.4,5770.03960000,,1274.5228583601752,-0.00031946428564744167,-0.023425454369367726,0.023105990083720284,0.0
1271.39,1275.13,1271.34,1274.19,3044.00620000,,1274.4953852116207,-0.002155563423145157,-0.020520401150086225,0.01836483772694107,0.5765820870014993
1274.18,1274.62,1273.0,1274.53,1230.19330000,,1274.4590646258396,-0.002849801278415054,-0.01752492987189269,0.014675128593477638,0.8200502196928278
1274.52,1277.48,1274.26,1276.13,1846.25290000,,1274.4353589761129,-0.0018600557981529597,-0.014581850077107402,0.012721794278954443,1.0
1276.12,1276.13,1274.57,1275.29,1072.23680000,,1274.4274146894086,-0.0006233573675018533,-0.011770115514689714,0.01114675814718786,0.8166888949293436
1275.28,1283.94,1275.28,1278.26,4902.10390000,,1274.459027108874,0.002480519416092619,-0.008990051093290699,0.011470570509383318,1.0
1278.25,1280.72,1278.02,1278.2,2132.71890000,,1274.5375326534026,0.0061599112139987255,-0.00631544710060904,0.012475358314607766,0.989714526300255
1278.21,1279.6,1277.18,1277.5,1461.67470000,,1274.6555826401056,0.009262182060432167,-0.00380485867350516,0.013067040733937326,0.8648628245176472
1277.51,1279.28,1276.37,1277.26,1988.15010000,,1274.8024375214638,0.01152114213112121,-0.0015364927408701937,0.013057634871991403,0.8207209315141052
1277.26,1277.56,1273.0,1274.52,2812.41530000,,1274.9465081010526,0.011301404464592046,0.0002847457125547998,0.011016658752037247,0.35041679729556724
1274.51,1276.33,1273.71,1275.81,1525.51100000,,1275.0810777130498,0.010554922198080519,0.0017244235395709132,0.008830498658509605,0.5701736693845277
1275.82,1276.41,1275.0,1276.41,1460.32600000,,1275.207418968288,0.00990848797355337,0.002817099050410134,0.007091388923143236,0.6707998578239841
1276.4,1276.65,1273.97,1275.29,2776.03750000,,1275.3170684625745,0.008598561508943448,0.0036084259321481995,0.004990135576795248,0.47142150311613995
1275.29,1275.53,1273.82,1273.95,2802.79730000,,1275.3958316801475,0.006175971412969439,0.004143257920015343,0.002032713492954096,0.2444434063655853
1273.94,1280.69,1273.86,1280.24,3627.84460000,,1275.4893430959742,0.007331952442046763,0.004582517673728288,0.002749434768318475,1.0
1280.23,1283.4,1277.45,1282.6,4326.54450000,,1275.6375656572932,0.011620838866388539,0.005100128250880497,0.006520710615508042,1.0
1282.59,1284.75,1280.45,1283.04,3992.70250000,,1275.8576046534686,0.017249334928615134,0.00577606452229035,0.011473270406324784,1.0
1283.04,1283.87,1279.29,1281.19,2535.34510000,,1276.1341887714607,0.02167829050696568,0.006593801674561896,0.015084488832403785,0.7318220313265145
1281.18,1281.39,1277.11,1277.11,2775.62190000,,1276.4187657333798,0.02229992460220931,0.007432819773862358,0.01486710482834695,0.23240393910227522
1277.11,1277.12,1266.14,1272.67,10544.39280000,,1276.647848901483,0.017947336270296432,0.008057433420228218,0.009889902850068214,0.0
1272.66,1274.63,1265.24,1267.42,7642.51150000,,1276.750871806458,0.008069798187770871,0.008302492191962562,-0.0002326940041916907,0.0
1267.43,1272.14,1266.2,1271.5,3984.07540000,,1276.7366305001422,-0.0011154334514484887,0.008264588898352989,-0.009380022349801478,0.27292029993984174
1271.51,1273.5,1270.13,1270.93,2396.78940000,,1276.6173779695014,-0.00934041741984526,0.007922452993748223,-0.017262870413593482,0.24589958213088475
1270.92,1272.42,1268.53,1271.87,3477.00340000,,1276.4187829314367,-0.015556347696010775,0.007317379354815092,-0.022873727050825868,0.3079220108370615
1271.86,1274.21,1270.94,1274.21,1362.72160000,,1276.1825481500782,-0.018507623400521034,0.006524638040416612,-0.025032261440937648,0.457047428374303
1274.21,1274.36,1272.51,1272.59,1786.99420000,,1275.922869852214,-0.02034805273278817,0.005585366832545836,-0.025933419565334005,0.36582068672971935
1272.6,1273.89,1271.79,1273.89,2202.90510000,,1275.661932058059,-0.020450906580682382,0.00449339416603274,-0.024944300746715123,0.4502845326810345
1273.89,1274.95,1270.83,1271.69,1727.78250000,,1275.3957114759307,-0.0208692111474007,0.003206293101204196,-0.024075504248604898,0.32356026839361474
1271.69,1271.7,1268.0,1268.31,3617.68550000,,1275.0977873550942,-0.02335934786010796,0.001652886914511809,-0.02501223477461977,0.15056393118490258
1268.32,1273.74,1268.24,1273.19,4991.06550000,,1274.7993528321651,-0.023404834192997104,-1.0254815208110557e-05,-0.023394579377788993,0.46114352492039895
1273.18,1274.24,1271.81,1272.02,2178.90140000,,1274.5094593510921,-0.02274032226553535,-0.0016312894214046533,-0.0211090328441307,0.4810660785363583
1272.02,1273.65,1271.9,1272.47,2589.89930000,,1274.237772130672,-0.021317003057663708,-0.0031490001478686643,-0.018168002909795044,0.8346999486739046
1272.47,1274.33,1272.05,1274.18,2526.37370000,,1274.0031998095849,-0.018408834380645445,-0.0044974440694971795,-0.013911390311148266,1.0
1274.19,1275.29,1273.2,1273.54,2746.37590000,,1273.8083202398725,-0.015296631102768021,-0.005635310384340582,-0.00966132071842744,0.9245326649878819
1273.53,1273.61,1271.0,1271.9,2663.08270000,,1273.638764272195,-0.013310948357247998,-0.006563258944827127,-0.006747689412420871,0.6275492937348313
1271.9,1273.89,1271.22,1273.13,1311.46570000,,1273.4957376952204,-0.011229760037667624,-0.007447150015289717,-0.0037826100223779073,0.8509774218799181
1273.12,1273.6,1272.89,1273.13,2845.43360000,,1273.3782430287292,-0.00922615310073871,-0.008439863918486253,-0.000786289182252457,0.8509774218799181
1273.14,1276.33,1273.12,1275.51,4243.99540000,,1273.3030942014907,-0.005901532215579763,-0.009542286163447914,0.0036407539478681503,1.0
1275.5,1276.98,1272.84,1272.92,1818.09990000,,1273.2543771683706,-0.0038260358701691644,-0.01075677789569243,0.006930742025523266,0.6245928078815257
1272.91,1273.36,1270.84,1271.44,1548.82510000,,1273.2097447679366,-0.0035053796974438,-0.011985601909961627,0.008480222212517827,0.4276892391501405
1271.43,1274.5,1270.93,1273.53,2443.63080000,,1273.1744075109395,-0.002775446633385137,-0.012972401095851224,0.010196954462466087,0.7374520059434385
1273.52,1274.22,1271.44,1272.04,1958.72320000,,1273.1384291820223,-0.0028258759133925615,-0.01349124271971615,0.010665366806323589,0.5313114406353299
1272.03,1276.94,1271.94,1276.37,4138.24040000,,1273.1317169370332,-0.0005272203583928103,-0.013463232572427784,0.012936012214034974,1.0
1276.36,1278.26,1275.35,1275.68,3078.69580000,,1273.1610732649979,0.002305835882809859,-0.01290864908182516,0.01521448496463502,0.8521726692025047
1275.68,1278.04,1273.56,1277.39,3865.51900000,,1273.2396750580865,0.006173750889759688,-0.011873882482502757,0.018047633372262444,1.0
1277.38,1280.0,1274.93,1275.4,3653.01900000,,1273.3525985423728,0.008868988808496958,-0.01057023428207333,0.019439223090570286,0.6206336366805293
1275.41,1278.07,1275.0,1277.66,2972.81810000,,1273.5058099018474,0.012032123674932116,-0.009028321119800934,0.021060444794733048,0.9777181118474324
1277.66,1277.67,1275.38,1277.2,2436.41120000,,1273.6932681928186,0.014719861465373185,-0.007353522641417335,0.022073384106790522,0.8864634304168584
1277.21,1277.8,1276.36,1277.75,1493.80280000,,1273.9112191049123,0.01711172678198203,-0.005544906549541968,0.022656633331523998,0.9772963438432057
1277.75,1277.85,1276.24,1276.96,948.32150000,,1274.1465055913236,0.018469614120886213,-0.0035530512171136736,0.022022665337999885,0.8055610145285758
1276.95,1281.27,1276.95,1278.64,2566.62220000,,1274.4021460524684,0.020063663010727595,-0.001483122778841069,0.021546785789568663,1.0
1278.63,1279.65,1277.39,1277.83,1260.33510000,,1274.669043972298,0.020942990456829236,0.0005970349698429588,0.020345955486986277,0.8297529995462269
1277.83,1279.0,1277.57,1278.49,1880.38330000,,1274.9445159755332,0.02161125701907185,0.00264123783063989,0.01897001918843196,0.9409016914124709
1278.49,1279.99,1277.99,1278.02,2047.37240000,,1275.2203326933318,0.021633625176820104,0.0045480216190906305,0.01708560355772947,0.8113038477845066
1278.02,1279.03,1277.8,1278.6,1263.18660000,,1275.4946783047887,0.021513585097676646,0.006300889057207043,0.015212696040469603,0.9330895032569206
1278.59,1280.86,1277.72,1280.86,2210.52800000,,1275.7826613397692,0.022578144768359287,0.00800989349175977,0.014568251276599517,1.0
1280.86,1283.33,1278.71,1279.31,3648.21230000,,1276.0758952092374,0.022984625701072403,0.009639149955509296,0.013345475745563107,0.5010368147330528
1279.32,1289.33,1278.86,1286.26,8544.79990000,,1276.4227940218648,0.027184810396452264,0.011373005360137437,0.015811805036314824,1.0
1286.26,1294.53,1285.48,1291.98,17895.55370000,,1276.8855494567017,0.03625408736072089,0.013380415816151755,0.02287367154456913,1.0
1291.97,1292.36,1288.28,1288.83,4216.63650000,,1277.455052521233,0.04460094836014061,0.015686462684261743,0.02891448567587887,0.6217393098394941
1288.82,1291.18,1286.54,1290.95,3246.29110000,,1278.1279416332868,0.052674190823842615,0.018361680328132526,0.03431251049571009,0.73506005014699
1290.96,1294.48,1288.73,1290.24,3601.01070000,,1278.8806804009523,0.05889385116670809,0.021298313556708394,0.037595537609999695,0.6515657713190645
1290.23,1290.52,1287.47,1289.79,1693.82850000,,1279.6832919172462,0.06275890539235718,0.024421398380791715,0.038337507011565464,0.5968512021774023
1289.8,1291.25,1288.5,1290.84,1756.50160000,,1280.5172203478053,0.06516678273651433,0.027549684242453958,0.03761709849406037,0.6413406894603724
1290.85,1297.18,1290.65,1294.25,8119.37430000,,1281.3903167189076,0.06818310267355798,0.0306866969467753,0.037496405726782686,0.8475692388407742
1294.25,1294.25,1286.11,1289.18,11309.58200000,,1282.254982519222,0.06747872127896848,0.033605981251023334,0.033872740027945145,0.23053961295424577
1289.19,1297.0,1268.0,1277.18,56312.04870000,,1282.9848067639066,0.05691724771079709,0.0358939935797043,0.021023254131092795,0.0
1277.18,1279.82,1271.62,1276.86,9119.18840000,,1283.5206919565503,0.04176863122762331,0.03731001774888006,0.004458613478743247,0.0
1276.86,1277.12,1272.0,1275.45,5557.16490000,,1283.836982758862,0.024642438902144903,0.03778252143634538,-0.01314008253420048,0.0
1275.46,1278.64,1275.16,1276.43,4127.69890000,,1283.9486911278118,0.00870113343438561,0.03738201699122175,-0.028680883556836137,0.04835097303139819
1276.43,1284.97,1276.37,1281.69,8732.83960000,,1283.9259660914875,-0.0017699333689447094,0.036418229015515516,-0.038188162384460225,0.2827295158048344
1281.68,1282.72,1278.52,1279.73,3560.99960000,,1283.8032068267084,-0.00956124169314565,0.03500751926771203,-0.04456876096085768,0.20530104717946995
1279.72,1286.66,1277.85,1283.79,4963.12640000,,1283.6418913458842,-0.012565436818234854,0.03341187987366136,-0.04597731669189621,0.4008477428745173
1283.79,1283.88,1281.08,1281.36,2413.20920000,,1283.4593567616835,-0.014220055097247108,0.0317056269157414,-0.04592568201298851,0.29300877289824095
1281.36,1282.8,1280.31,1281.25,2413.68830000,,1283.2672667392171,-0.014966583979025838,0.029962759813082072,-0.04492934379210791,0.2880985647409154
1281.25,1282.22,1278.96,1278.96,3694.15490000,,1283.0558035607817,-0.016478498588434753,0.028153612970886293,-0.04463211155932105,0.18541285521106024
1278.97,1279.43,1277.57,1277.96,2447.55620000,,1282.815647068561,-0.018717540698864887,0.02618715175816133,-0.04490469245702622,0.1415567824377307
1277.96,1278.01,1274.29,1277.93,4312.21840000,,1282.546690698325,-0.02096609679268502,0.02409426021083955,-0.045060357003524565,0.1401828115507653
1277.94,1278.11,1275.57,1278.05,2514.43260000,,1282.254986727463,-0.022744120972562065,0.021716692050410297,-0.04446081302297236,0.23498749056161658
1278.05,1279.39,1277.23,1278.48,3010.35790000,,1281.9517733042303,-0.02364688976616014,0.018864264568177865,-0.042511154334338004,0.43580463518614804
1278.48,1283.0,1277.89,1282.98,4379.70780000,,1281.6824270509665,-0.02101063853358065,0.015739903287524473,-0.036750541821105126,1.0
1282.99,1283.13,1280.99,1281.48,2425.16090000,,1281.456813382658,-0.01760293061265905,0.012393373695310107,-0.02999630430796916,0.7966413701846791
1281.49,1281.61,1279.43,1280.73,1894.97670000,,1281.27124011229,-0.014481429918677957,0.008899312691244105,-0.02338074260992206,0.6530776177870509
1280.73,1280.85,1279.67,1279.71,1647.30200000,,1281.1129772248871,-0.012352020590811197,0.005322601930140849,-0.017674622520952046,0.3439383608451938
1279.72,1280.86,1278.95,1279.52,1422.76540000,,1280.9724127760533,-0.010972057213742836,0.0016969428848905076,-0.012669000098633344,0.30454925702860947
1279.51,1281.5,1279.48,1281.02,1462.08430000,,1280.855909328237,-0.00909492247095356,-0.001982963074371947,-0.007111959396581612,0.6471809465707585
1281.02,1284.43,1280.0,1282.46,2832.46960000,,1280.7766741968887,-0.006186108114991651,-0.005490812093131953,-0.0006952960218596978,0.9610383118445563
1282.46,1283.45,1281.64,1282.07,1144.44920000,,1280.7351075036572,-0.0032454286581717895,-0.008355701444035232,0.005110272785863443,0.8627984954741639
1282.08,1282.55,1279.83,1280.64,1034.54880000,,1280.7163891268085,-0.0014615338284285073,-0.010414280732418653,0.008952746903990146,0.5048116296437539
1280.65,1283.17,1280.6,1282.51,960.20550000,,1280.7256646861256,0.0007242477253921464,-0.011553242217025927,0.012277489942418073,0.9484608570658434
1282.51,1284.99,1282.27,1282.83,1867.19630000,,1280.7651431651013,0.0030825086171359928,-0.0118207957797521,0.014903304396888093,1.0
1282.83,1288.32,1282.38,1287.32,3491.60150000,,1280.868418631808,0.008063575688166402,-0.01135253344369919,0.019416109131865592,1.0
1287.31,1290.0,1286.38,1287.17,2959.77570000,,1281.0440301586411,0.013710348719553345,-0.010244362471665904,0.02395471119121925,0.9755978658168323
1287.16,1289.6,1287.04,1287.51,2069.47850000,,1281.290141908199,0.01921181034874042,-0.008731160225619462,0.027942970574359884,1.0
1287.51,1289.58,1286.58,1289.37,1763.54140000,,1281.6113930145725,0.02507247155549841,-0.006860087527869675,0.03193255908336808,1.0
1289.36,1293.85,1288.25,1291.2,4010.06630000,,1282.0144142124564,0.0314464431324879,-0.004649943379702355,0.03609638651219026,1.0
1291.21,1296.97,1290.39,1293.99,5975.76490000,,1282.5131921789136,0.03890580019443313,-0.002012595818613408,0.04091839601304653,1.0
1294.0,1294.36,1292.37,1292.92,1895.12100000,,1283.0923791649377,0.04516031410484178,0.0010292067910869097,0.04413110731375487,0.8635855097310366
1292.92,1293.22,1289.79,1291.2,2452.29850000,,1283.717361089114,0.04870903563336526,0.004347070239946447,0.044361965393418815,0.6274621836112475
1291.21,1291.81,1290.56,1290.91,2159.97590000,,1284.3583330127972,0.04993092273359867,0.007807786606906482,0.04212313612669219,0.5901098241986966
1290.9,1292.0,1290.41,1291.26,1035.19850000,,1284.9960440720624,0.04965211365657307,0.01129821534132235,0.038353898315250726,0.6178554567938896
1291.26,1291.83,1290.21,1291.27,1740.88430000,,1285.6159552660056,0.04824226477606608,0.014595972641781717,0.03364629213428436,0.6186942273861068
1291.27,1293.45,1290.63,1293.15,1788.12390000,,1286.2225545226056,0.04718355074198044,0.017681043182478835,0.029502507559501605,0.7230561718451775
1293.15,1294.39,1290.13,1290.58,2527.45010000,,1286.7941113084187,0.0444368498906611,0.020486675554352123,0.02395017433630898,0.25284990788479966
1290.57,1293.74,1290.57,1293.45,1990.65040000,,1287.3415315529971,0.042541401127627054,0.0231006480171349,0.019440753110492155,0.39618041551367017
1293.44,1293.56,1289.8,1290.95,3009.86610000,,1287.848529930603,0.039383362159872704,0.02549852513016421,0.013884837029708493,0.0
1290.95,1293.34,1290.4,1291.37,1837.92580000,,1288.3102762416033,0.035854085342257314,0.02763895407365044,0.008215131268606873,0.05459331333721181
1291.36,1296.22,1290.76,1295.59,3309.63870000,,1288.7590696682246,0.034835818272793695,0.029592379139735458,0.005243439133058237,0.5343606797879943
1295.58,1309.0,1292.61,1293.26,25036.00260000,,1289.1905641443298,0.03348139200418654,0.03134127536175252,0.00214011664243402,0.13249833726326593
1293.26,1295.26,1287.92,1292.19,4525.40900000,,1289.5923216191009,0.031163544470858007,0.0328948505188614,-0.0017313060480033948,0.0
1292.2,1293.49,1290.33,1291.21,2766.30680000,,1289.9500123988598,0.027736733056071827,0.034181159344131865,-0.006444426288060037,0.0
1291.22,1292.39,1290.01,1291.68,2334.99420000,,1290.261781090487,0.02416905218267651,0.03518528046630046,-0.011016228283623954,0.07481201122500913
1291.67,1291.8,1286.48,1288.04,3283.93040000,,1290.4998394803374,0.018450394589630825,0.03567989089017972,-0.017229496300548895,0.0
1288.05,1289.92,1287.22,1287.87,1724.09510000,,1290.6543614072912,0.011973804430387425,0.03559719830498134,-0.023623393874593918,0.0
1287.87,1289.26,1286.56,1288.26,1208.95980000,,1290.7308874935802,0.005929247099567547,0.034964695293115966,-0.02903544819354842,0.047093331465432466
1288.26,1289.96,1288.16,1288.58,1953.27420000,1283.677426498503,1290.7423138965262,0.0008852660966507386,0.03381292360459941,-0.03292765750794867,0.08731542688668394
1288.58,1289.77,1284.31,1284.58,3437.65180000,1283.6864073293639,1290.669922404522,-0.005608516217747717,0.032048401730778664,-0.03765691794852638,0.0
1284.57,1286.67,1284.51,1286.12,1401.11560000,1283.710622181808,1290.5257454862356,-0.01117070412687271,0.02966380628690696,-0.04083451041377967,0.16023340794850088
1286.12,1287.33,1285.23,1285.64,1681.77320000,1283.729819971044,1290.3207228653046,-0.01588675170938192,0.02675680315289631,-0.04264355486227823,0.12166770938961345
1285.64,1287.1,1285.3,1287.09,1090.65020000,1283.7632545981978,1290.0800238142738,-0.018654203312828965,0.023549029869744203,-0.04220323318257317,0.2731148054716494
1287.1,1287.1,1285.29,1285.47,1166.10460000,1283.7802371395094,1289.8092109418253,-0.02099194371274482,0.020171750515156416,-0.04116369422790124,0.134383065273487
1285.48,1285.9,1282.43,1285.51,4041.39570000,1283.7974487102606,1289.5167506440107,-0.022674694469038137,0.016727616794889218,-0.039402311263927355,0.18257843394307224
